[8, 1, 4, 13, 6]
[8, 3, 4, 13, 6]
[0, 10, 2, 13, 5]
[0, 10, 4, 13, 5]
[0, 10, 2, 13, 6]
[0, 10, 4, 13, 6]
[8, 10, 2, 13, 5]
[8, 10, 4, 13, 5]
[8, 10, 2, 13, 6]
[8, 10, 4, 13, 6]
[0, 1, 11, 13, 5]
[0, 1, 11, 13, 6]
[8, 1, 11, 13, 5]
[8, 3, 11, 13, 5]
[8, 1, 11, 13, 6]
[8, 3, 11, 13, 6]
[0, 10, 11, 13, 5]
[0, 10, 11, 13, 6]
[8, 10, 11, 13, 5]
[8, 10, 11, 13, 6]
[1, 2, 12, 13, 5]
[4, 1, 12, 13, 5]
[1, 2, 12, 13, 6]
[4, 12, 13, 6, 1]
[10, 2, 12, 13, 5]
[4, 10, 12, 13, 5]
[10, 2, 12, 13, 6]
[4, 10, 12, 13, 6]
[1, 11, 12, 13, 5]
[1, 11, 12, 13, 6]
[10, 11, 12, 13, 5]
[10, 11, 12, 13, 6]
[0, 1, 5, 14, 7]
[0, 1, 6, 14, 7]
[8, 1, 5, 14, 7]
[8, 3, 5, 14, 7]
[8, 1, 6, 14, 7]
[8, 3, 6, 14, 7]
[0, 9, 5, 14, 1]
[0, 9, 6, 14, 1]
[8, 9, 5, 14, 1]
[8, 9, 3, 5, 14]
[8, 9, 6, 14, 1]
[8, 9, 3, 6, 14]
[0, 10, 5, 14, 7]
[0, 10, 6, 14, 7]
[8, 10, 5, 14, 7]
[8, 10, 6, 14, 7]
[0, 9, 10, 5, 14]
[0, 9, 10, 6, 14]
[8, 9, 10, 5, 14]
[8, 9, 10, 6, 14]
[1, 12, 5, 14, 7]
[1, 12, 6, 14, 7]
[9, 12, 5, 14, 1]
[9, 12, 6, 14, 1]
[10, 12, 5, 14, 7]
[10, 12, 6, 14, 7]
[9, 10, 12, 5, 14]
[9, 10, 12, 6, 14]
[0, 1, 13, 14, 5]
[0, 1, 6, 13, 14]
[8, 1, 13, 14, 5]
[8, 3, 13, 14, 5]
[8, 1, 6, 13, 14]
[8, 6, 3, 13, 14]
[0, 10, 13, 14, 5]
[0, 10, 6, 13, 14]
[8, 10, 13, 14, 5]
[8, 10, 6, 13, 14]
[1, 12, 13, 14, 5]
[1, 6, 12, 13, 14]
[10, 12, 13, 14, 5]
[10, 6, 12, 13, 14]
[1, 2, 7, 5, 15]
[1, 7, 4, 5, 15]
[1, 2, 7, 6, 15]
[1, 7, 4, 6, 15]
[9, 2, 1, 5, 15]
[9, 1, 4, 5, 15]
[9, 2, 1, 6, 15]
[9, 4, 1, 6, 15]
[2, 10, 7, 5, 15]
[10, 7, 4, 5, 15]
[10, 7, 2, 6, 15]
[10, 7, 4, 6, 15]
[9, 10, 2, 5, 15]
[9, 10, 4, 5, 15]
[9, 10, 2, 6, 15]
[9, 10, 4, 6, 15]
[7, 1, 11, 5, 15]
[7, 1, 11, 6, 15]
[9, 11, 1, 5, 15]
[9, 11, 1, 6, 15]
[7, 10, 11, 5, 15]
[7, 10, 11, 6, 15]
[9, 10, 11, 5, 15]
[9, 10, 11, 6, 15]
[1, 2, 5, 13, 15]
[4, 1, 5, 13, 15]
[1, 2, 13, 6, 15]
[1, 4, 13, 6, 15]
[10, 2, 5, 13, 15]
[4, 10, 5, 13, 15]
[10, 2, 13, 6, 15]
[10, 4, 13, 6, 15]
[1, 11, 5, 13, 15]
[1, 11, 13, 6, 15]
[10, 11, 5, 13, 15]
[10, 11, 13, 6, 15]
[1, 7, 5, 14, 15]
[1, 7, 6, 14, 15]
[9, 1, 5, 14, 15]
[9, 1, 6, 14, 15]
[10, 7, 5, 14, 15]
[10, 7, 6, 14, 15]
[9, 10, 5, 14, 15]
[9, 10, 6, 14, 15]
[1, 5, 13, 14, 15]
[1, 6, 13, 14, 15]
[10, 5, 13, 14, 15]
[10, 6, 13, 14, 15]
